loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,approved,log_residential_assets_value,log_loan_amount,dep_cat
209,1, Not Graduate, Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000,0,16.24031337217814,16.765198945372877,1_dep
210,3, Graduate, No,1400000,3300000,2,652,100000,2100000,3500000,1900000,1,11.51293546492023,15.009433329466965,2_to_3_dep
211,3, Graduate, No,7800000,15900000,2,665,14400000,900000,27200000,5400000,1,16.48273883399067,16.58182973008354,2_to_3_dep
212,5, Not Graduate, Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000,0,13.122365377402328,15.607270193858982,more_than_3_dep
213,2, Not Graduate, No,8500000,32700000,18,471,12600000,9400000,33900000,12500000,0,16.349207451286784,17.30288566644852,2_to_3_dep
214,5, Not Graduate, No,1900000,7500000,20,715,5100000,2800000,6500000,2800000,1,15.444751293772967,15.830413711839864,more_than_3_dep
215,2, Not Graduate, Yes,6700000,15200000,10,689,0,8200000,15000000,6800000,1,0.0,16.536806051605975,2_to_3_dep
216,3, Graduate, Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000,1,16.22245575637265,16.612791953770035,2_to_3_dep
217,2, Graduate, No,2600000,7800000,4,819,3100000,4300000,5700000,1500000,1,14.946912992035967,15.86963441986494,2_to_3_dep
218,4, Graduate, Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000,1,16.59432989206649,16.86478364583966,more_than_3_dep
219,1, Not Graduate, Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000,1,16.5563506464056,16.648723960844016,1_dep
220,0, Not Graduate, No,3200000,11300000,6,484,3500000,5500000,8500000,2100000,0,15.068273812173887,16.24031337217814,no_dep
221,4, Not Graduate, No,2900000,10400000,6,673,5100000,1700000,10600000,1700000,1,15.444751293772967,16.15731646026544,more_than_3_dep
222,3, Graduate, Yes,7900000,21200000,18,695,13800000,10600000,21800000,4900000,1,16.440179222591198,16.86951178681205,2_to_3_dep
223,4, Not Graduate, Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000,0,15.671808704579888,16.333207111220425,more_than_3_dep
224,4, Graduate, Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000,0,16.012735246411598,16.213405921671733,more_than_3_dep
225,3, Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000,1,13.997832948091215,14.346139397261565,2_to_3_dep
226,0, Not Graduate, No,5200000,15600000,20,434,14100000,5800000,18100000,5500000,0,16.46168542627038,16.562781536322326,no_dep
227,3, Not Graduate, Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,1,14.45736497045232,16.840801682303496,2_to_3_dep
228,4, Graduate, No,7200000,19100000,4,774,9400000,7000000,17900000,3600000,1,16.056220353623207,16.765198945372877,more_than_3_dep
229,1, Not Graduate, Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000,1,17.05418904934434,17.11134746100564,1_dep
230,3, Not Graduate, Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000,0,14.914123179965662,15.068273812173887,2_to_3_dep
231,1, Graduate, Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,1,15.096444681204078,16.204273438942487,1_dep
232,2, Graduate, No,9800000,32400000,2,543,24200000,17500000,25700000,7700000,1,17.001863232449228,17.293669011626754,2_to_3_dep
233,0, Not Graduate, Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000,1,13.45883704259595,15.732433317205148,no_dep
234,3, Not Graduate, Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,0,16.51013780630191,17.359364268929685,2_to_3_dep
235,5, Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,1,15.955576839107596,15.86963441986494,more_than_3_dep
236,1, Graduate, Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,1,16.74403413530075,16.96824662306297,1_dep
237,3, Graduate, Yes,900000,3500000,4,770,700000,0,2000000,600000,0,13.45883704259595,15.068273812173887,2_to_3_dep
238,3, Graduate, Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,1,14.845130332288226,16.5563506464056,2_to_3_dep
239,3, Not Graduate, Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,1,13.997832948091215,16.677711496036597,2_to_3_dep
240,5, Graduate, Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,0,16.034714150714915,16.266515742283485,more_than_3_dep
241,2, Graduate, No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,1,15.816990693309524,16.929025911619092,2_to_3_dep
242,3, Not Graduate, Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,0,16.811242881518265,16.600521861931007,2_to_3_dep
243,5, Graduate, No,5700000,12900000,18,807,4100000,900000,18600000,5500000,1,15.226497775576945,16.372737946851277,more_than_3_dep
244,1, Not Graduate, Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,1,16.942271137784317,17.293669011626754,1_dep
245,2, Not Graduate, No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,1,14.603968372873895,15.444751293772967,2_to_3_dep
246,1, Not Graduate, Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,1,14.45736497045232,17.151280169891162,1_dep
247,2, Not Graduate, No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,1,16.61887099947687,17.19309810811699,2_to_3_dep
248,0, Not Graduate, Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0,15.29711532616119,17.11134746100564,no_dep
249,0, Graduate, No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,0,14.220976332738882,16.840801682303496,no_dep
250,1, Not Graduate, Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,1,13.815511557963774,15.424948670398354,1_dep
251,0, Not Graduate, Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,0,16.066802461833923,16.612791953770035,no_dep
252,5, Graduate, No,2600000,9100000,8,852,3700000,700000,10300000,3300000,1,15.123843647884687,16.02378508137718,more_than_3_dep
253,3, Not Graduate, No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,1,15.931766193248746,15.955576839107596,2_to_3_dep
254,0, Graduate, No,8800000,30900000,12,729,1700000,700000,25700000,11400000,1,14.346139397261565,17.24626677423043,no_dep
255,2, Not Graduate, No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,0,15.607270193858982,15.363073279446223,2_to_3_dep
256,3, Graduate, Yes,900000,2400000,10,489,800000,0,2800000,500000,0,13.592368256649284,14.690979711984754,2_to_3_dep
257,3, Graduate, Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,1,16.48273883399067,17.38222240635259,2_to_3_dep
258,2, Not Graduate, No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,0,15.226497775576945,16.811242881518265,2_to_3_dep
259,0, Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,1,16.959662879739987,17.473930830366697,no_dep
260,0, Not Graduate, Yes,300000,1100000,8,789,400000,100000,800000,400000,1,12.899222326086994,13.910821646859095,no_dep
261,4, Not Graduate, No,2700000,8100000,4,325,5000000,800000,9900000,3400000,1,15.424948670398354,15.90737474309945,more_than_3_dep
262,3, Graduate, Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,1,15.226497775576945,16.791040175221152,2_to_3_dep
263,3, Graduate, No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,0,17.05810294851229,17.350655941290686,2_to_3_dep
264,5, Not Graduate, No,9500000,22200000,20,352,24500000,0,30800000,7000000,0,17.01418371633128,16.915602891887552,more_than_3_dep
265,5, Graduate, Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,1,15.009433329466965,16.48273883399067,more_than_3_dep
266,0, Graduate, No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,1,14.731801689838349,16.780783675579947,no_dep
267,2, Graduate, Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,1,11.51293546492023,15.816990693309524,2_to_3_dep
268,0, Graduate, No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,1,16.24031337217814,16.855259764781927,no_dep
269,0, Not Graduate, No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,1,15.483217567201578,16.636889503897294,no_dep
270,5, Graduate, Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,1,15.363073279446223,16.056220353623207,more_than_3_dep
271,5, Not Graduate, No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,0,16.410765339548004,16.316946591670696,more_than_3_dep
272,5, Graduate, No,9400000,27900000,4,870,1100000,200000,29500000,10400000,1,13.910821646859095,17.14413728263389,more_than_3_dep
273,3, Graduate, No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,0,14.978661680269907,16.83104550783405,2_to_3_dep
274,1, Graduate, Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,0,15.573368647930426,16.630919337267223,1_dep
275,3, Graduate, Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000,1,15.363073279446223,15.404745967162468,2_to_3_dep
276,1, Not Graduate, No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,1,16.454567959008102,16.951004817371683,1_dep
277,4, Not Graduate, No,1700000,4000000,6,829,0,1600000,5200000,1700000,1,0.0,15.201805169084134,more_than_3_dep
278,0, Not Graduate, No,1500000,4900000,12,651,1600000,2800000,4600000,800000,1,14.285514812209815,15.404745967162468,no_dep
279,4, Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000,1,15.123843647884687,15.363073279446223,more_than_3_dep
280,5, Graduate, Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,0,16.066802461833923,16.5563506464056,more_than_3_dep
281,1, Graduate, Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,1,14.077875591662238,15.096444681204078,1_dep
282,1, Graduate, No,6900000,22500000,18,403,800000,8400000,16900000,6300000,0,13.592368256649284,16.929025911619092,1_dep
283,0, Graduate, Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,0,15.86963441986494,15.86963441986494,no_dep
284,3, Graduate, Yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000,0,16.588099342704055,16.806230339945976,2_to_3_dep
285,4, Not Graduate, Yes,600000,1800000,8,417,1700000,700000,1800000,800000,0,14.346139397261565,14.403297778421795,more_than_3_dep
286,1, Not Graduate, No,4700000,14000000,6,468,11300000,1800000,10600000,4600000,0,16.24031337217814,16.454567959008102,1_dep
287,5, Graduate, Yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000,1,15.978833698567334,16.283610174181653,more_than_3_dep
288,5, Not Graduate, No,4000000,13900000,6,530,6000000,5600000,12500000,6000000,0,15.607270193858982,16.447399470043365,more_than_3_dep
289,1, Not Graduate, Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000,1,15.123843647884687,16.24031337217814,1_dep
290,1, Not Graduate, Yes,7700000,25500000,12,549,18100000,10600000,20500000,7000000,0,16.71142255148467,17.05418904934434,1_dep
291,5, Not Graduate, Yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000,0,14.557448378884015,16.04552506565036,more_than_3_dep
292,1, Graduate, Yes,5800000,19500000,20,431,13800000,5000000,15600000,3300000,0,16.440179222591198,16.785925074816024,1_dep
293,3, Graduate, Yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000,0,14.648420115681892,16.185754392890075,2_to_3_dep
294,0, Not Graduate, Yes,2900000,7600000,8,320,8000000,5600000,9600000,3100000,0,15.894952224644102,15.843658936835498,no_dep
295,0, Graduate, No,8800000,20200000,4,433,16000000,4200000,30500000,12400000,0,16.588099342704055,16.821193211876384,no_dep
296,1, Not Graduate, Yes,300000,1000000,10,431,400000,500000,900000,100000,0,12.899222326086994,13.815511557963774,1_dep
297,5, Not Graduate, Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000,0,16.108045416114916,17.179352187684735,more_than_3_dep
298,2, Not Graduate, Yes,3500000,12000000,14,476,1100000,6800000,12400000,2900000,0,13.910821646859095,16.300417291085605,2_to_3_dep
299,5, Graduate, No,800000,2600000,6,560,100000,200000,3000000,1000000,1,11.51293546492023,14.77102238760702,more_than_3_dep
300,2, Graduate, No,8000000,27100000,12,674,14400000,400000,25300000,6400000,1,16.48273883399067,17.115044322750297,2_to_3_dep
301,0, Not Graduate, Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,1,16.660419999923214,17.458346099754813,no_dep
302,2, Not Graduate, No,3300000,6600000,6,331,6300000,2000000,8900000,2700000,0,15.656060350091908,15.702580358511794,2_to_3_dep
303,4, Graduate, Yes,2000000,6700000,12,633,100000,800000,4800000,2000000,1,11.51293546492023,15.717618233614914,more_than_3_dep
304,3, Not Graduate, No,4900000,12900000,18,877,1800000,7000000,17900000,3300000,1,14.403297778421795,16.372737946851277,2_to_3_dep
305,5, Not Graduate, Yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000,1,14.151983508870947,16.97675731236872,more_than_3_dep
306,0, Not Graduate, No,7500000,18200000,6,782,7400000,12000000,19800000,4100000,1,15.816990693309524,16.716932206992077,no_dep
307,5, Not Graduate, No,9000000,29300000,4,531,10400000,9500000,35500000,5800000,1,16.15731646026544,17.19309810811699,more_than_3_dep
308,3, Not Graduate, No,1400000,4100000,8,455,3000000,1400000,2900000,2100000,0,14.914123179965662,15.226497775576945,2_to_3_dep
309,3, Graduate, No,9600000,19900000,14,452,4200000,16200000,28500000,6600000,0,15.250595321348806,16.806230339945976,2_to_3_dep
310,2, Graduate, No,8400000,33200000,14,474,19600000,15000000,25400000,11500000,0,16.791040175221152,17.3180604640072,2_to_3_dep
311,3, Not Graduate, No,6400000,24400000,4,483,7800000,2400000,19100000,4500000,1,15.86963441986494,17.010093731247036,2_to_3_dep
312,4, Graduate, No,5900000,16800000,8,481,6900000,11400000,19500000,3300000,0,15.747032114495013,16.636889503897294,more_than_3_dep
313,2, Graduate, Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000,1,15.150511887854474,15.444751293772967,2_to_3_dep
314,4, Graduate, Yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000,1,16.012735246411598,16.46168542627038,more_than_3_dep
315,4, Not Graduate, No,9800000,28700000,6,778,16600000,7400000,29700000,11100000,1,16.624913313567735,17.172407715573055,more_than_3_dep
316,4, Graduate, No,4400000,14600000,4,499,1300000,6500000,16100000,5700000,1,14.077875591662238,16.496532155171714,more_than_3_dep
317,2, Not Graduate, Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,1,15.671808704579888,15.404745967162468,2_to_3_dep
318,1, Graduate, No,4400000,10800000,12,674,9600000,2700000,17200000,5300000,1,16.077273760604726,16.195056784687036,1_dep
319,4, Graduate, No,3700000,13200000,4,802,9800000,2400000,12500000,4300000,1,16.097893045681612,16.395727463314174,more_than_3_dep
320,4, Not Graduate, Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000,0,14.220976332738882,15.86963441986494,more_than_3_dep
321,4, Graduate, Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000,1,16.67198082165602,16.791040175221152,more_than_3_dep
322,4, Not Graduate, Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000,1,15.803385043104912,16.97251102166758,more_than_3_dep
323,4, Graduate, Yes,4900000,17100000,6,612,1300000,7000000,19500000,5000000,1,14.077875591662238,16.65458907995242,more_than_3_dep
324,3, Not Graduate, Yes,9500000,24200000,8,879,3100000,17200000,26400000,12700000,1,14.946912992035967,17.001863232449228,2_to_3_dep
325,2, Not Graduate, No,5700000,16400000,12,708,3700000,800000,15000000,4400000,1,15.123843647884687,16.612791953770035,2_to_3_dep
326,2, Not Graduate, Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000,1,15.068273812173887,15.555976908243359,2_to_3_dep
327,2, Not Graduate, Yes,3900000,11300000,12,516,3100000,0,10400000,4600000,0,14.946912992035967,16.24031337217814,2_to_3_dep
328,0, Not Graduate, No,7800000,28800000,12,465,4700000,7500000,28800000,7400000,0,15.363073279446223,17.175885979828397,no_dep
329,0, Graduate, No,1100000,3200000,20,716,1800000,1400000,3600000,1500000,1,14.403297778421795,14.978661680269907,no_dep
330,4, Not Graduate, No,200000,600000,10,404,0,100000,400000,0,0,0.0,13.304686600863562,more_than_3_dep
331,0, Not Graduate, Yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000,0,15.943742382861155,16.176364653421913,no_dep
332,3, Not Graduate, Yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000,0,16.59432989206649,16.840801682303496,2_to_3_dep
333,2, Not Graduate, Yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000,1,15.856731016694035,16.72786127692704,2_to_3_dep
334,5, Not Graduate, No,1800000,7000000,18,466,2600000,2100000,6000000,1900000,0,14.77102238760702,15.76142084987672,more_than_3_dep
335,3, Graduate, Yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000,0,15.176487367510099,15.967272877502799,2_to_3_dep
336,4, Not Graduate, Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000,1,16.530205368010318,16.811242881518265,more_than_3_dep
337,3, Graduate, No,7900000,18300000,10,731,4200000,3400000,22200000,8400000,1,15.250595321348806,16.722411672456456,2_to_3_dep
338,1, Graduate, Yes,4000000,10100000,16,451,7000000,3900000,14300000,3900000,0,15.76142084987672,16.128046080821385,1_dep
339,3, Not Graduate, Yes,6800000,16900000,18,628,3600000,900000,15600000,4900000,1,15.096444681204078,16.642824239064897,2_to_3_dep
340,1, Not Graduate, No,2700000,9400000,18,704,5300000,2300000,6400000,2400000,1,15.483217567201578,16.056220353623207,1_dep
341,2, Not Graduate, No,6800000,23500000,12,341,19300000,11800000,14300000,8500000,0,16.775615705688583,16.97251102166758,2_to_3_dep
342,5, Graduate, No,8600000,21000000,8,465,11700000,14900000,19500000,9900000,0,16.275099485238066,16.860033043306743,more_than_3_dep
343,4, Graduate, No,8000000,30100000,4,431,11900000,13800000,18800000,11500000,1,16.29204904211537,17.220035762941695,more_than_3_dep
344,1, Graduate, Yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000,0,15.501909696719672,16.349207451286784,1_dep
345,0, Graduate, No,2600000,5100000,14,678,500000,1200000,6000000,3100000,1,13.122365377402328,15.444751293772967,no_dep
346,4, Graduate, No,4200000,16800000,6,381,9600000,3800000,14800000,5900000,0,16.077273760604726,16.636889503897294,more_than_3_dep
347,5, Graduate, Yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000,0,16.733281344102608,17.147715103853763,more_than_3_dep
348,1, Not Graduate, No,7100000,23500000,12,768,6400000,12100000,22400000,7300000,1,15.671808704579888,16.97251102166758,1_dep
